personid,age,gender
1711391002,10,1
1711392801,7,1
1711392802,7,2
1711392803,7,1
1711393401,10,1
1711393402,10,2
1711396401,6,1
1711396701,7,2
1711396702,7,1
1711396703,1,1
1711396801,8,2
1711396802,3,2
1711396901,6,1
1711396902,6,2
1711399701,9,2
1711399702,9,1
1711400001,6,1
1711403301,5,2
1711403701,9,2
1711404201,8,1
1711405801,6,1
1711405802,5,2
1711406901,7,1
1711407601,5,1
1711407602,5,1
1711407603,5,2
1711408901,6,2
1711408902,6,1
1711412001,7,2
1711414701,9,1
1711414901,9,1
1711414902,9,2
1711415201,6,1
1711415202,6,2
1711415801,6,1
1711416001,7,2
1711416002,4,2
1711416401,6,2
1711416402,7,1
1711417001,6,1
1711417002,6,2
1711417101,6,1
1711417102,6,2
1711417701,8,2
1711420101,6,2
1711420102,6,1
1711420103,1,1
1711420201,6,2
1711420202,6,1
1711422401,6,1
1711426701,7,2
1711426702,3,2
1711431501,5,1
1711431502,5,1
1711431503,5,1
1711431504,5,1
1711433201,6,2
1711433202,6,1
1711440701,7,1
1711441001,6,1
1711441002,6,2
1711442201,6,1
1711442202,6,2
1711442601,7,1
1711442602,6,2
1711446001,9,2
1711446002,7,2
1711446101,10,1
1711446201,6,2
1711446202,4,2
1711447901,6,1
1711447902,6,2
1711449201,9,2
1711449701,5,2
1711450601,6,2
1711450801,8,1
1711450802,8,2
1711450803,2,1
1711450804,3,2
1711451301,8,1
1711451302,8,2
1711451801,6,2
1711454301,9,2
1711454401,7,2
1711454402,7,1
1711454403,2,1
1711455601,10,2
1711456801,7,1
1711456802,7,2
1711457201,5,2
1711457202,5,1
1711461001,8,2
1711461002,8,1
1711461003,5,2
1711462601,9,2
1711462602,9,1
1711463001,9,1
1711464001,11,2
1711464002,11,1
1711464801,8,2
1711464802,5,2
1711465901,10,2
1711466201,6,2
1711466202,6,1
1711467101,9,1
1711470001,9,1
1711470002,9,2
1711471201,9,2
1711472401,8,2
1711472402,3,1
1711473401,9,1
1711474801,6,1
1711478601,9,2
1711478701,8,2
1711478702,10,1
1711482301,10,2
1711482901,6,2
1711482902,6,1
1711482903,2,2
1711482904,2,1
1711482905,1,1
1711484001,10,1
1711484301,9,1
1711484302,9,2
1711486101,6,1
1711486102,6,2
1711488201,7,2
1711488202,6,1
1711492501,7,1
1711492502,7,2
1711492503,1,1
1711494101,7,1
1711494102,7,2
1711494103,2,2
1711494104,2,2
1711495001,7,1
1711495002,6,1
1711495501,6,2
1711498101,8,1
1711498102,8,2
1711498301,6,1
1711501601,8,1
1711505901,8,2
1711506701,6,1
1711506702,6,2
1711506703,9,2
1711506704,1,2
1711508801,8,1
1711509201,7,1
1711509202,7,2
1711509203,2,1
1711509204,2,2
1711510401,7,1
1711510402,7,2
1711510403,1,2
1711510404,1,2
1711512601,6,4
1711512602,5,2
1711513101,6,1
1711513102,6,2
1711518001,7,1
1711518002,8,2
1711518701,6,1
1711520701,12,2
1711522101,5,1
1711522102,5,1
1711523101,9,2
1711523102,9,1
1711523103,6,1
1711524701,10,1
1711524702,9,2
1711524901,9,2
1711524902,9,1
1711530001,6,2
1711530002,6,2
1711530501,9,1
1711532101,10,2
1711532102,11,1
1711535901,7,2
1711535902,2,1
1711539801,8,1
1711540001,6,1
1711540002,6,2
1711540801,10,1
1711540802,10,2
1711545001,8,1
1711545002,7,2
1711545003,2,1
1711545004,2,1
1711545005,2,1
1711545006,2,2
1711546101,6,1
1711546102,5,1
1711546801,6,2
1711546802,6,4
1711547401,9,1
1711550201,6,1
1711550202,6,2
1711552201,8,2
1711552901,9,2
1711552902,9,1
1711552903,5,2
1711552904,4,2
1711555901,6,2
1711555902,7,1
1711556701,6,2
1711556702,9,2
1711556703,10,1
1711556704,6,1
1711556705,6,1
1711556801,6,2
1711556901,6,1
1711556902,6,2
1711557101,10,2
1711558101,9,2
1711559101,8,1
1711559102,8,2
1711559401,7,2
1711559402,6,1
1711559403,2,2
1711561501,6,2
1711561502,6,1
1711561503,5,1
1711561701,8,4
1711561702,8,4
1711561703,4,4
1711561704,3,4
1711565701,6,1
1711566201,9,1
1711568601,8,2
1711572701,12,1
1711572702,10,2
1711575101,8,2
1711575102,8,1
1711577501,7,2
1711577502,8,1
1711581001,8,2
1711582101,8,2
1711583001,9,1
1711583002,8,2
1711583101,6,1
1711583102,5,2
1711583801,6,2
1711583802,6,1
1711585501,5,2
1711586801,8,1
1711586802,3,2
1711586803,2,1
1711587401,9,1
1711588001,6,4
1711588002,7,4
1711588201,7,2
1711591101,10,2
1711591102,10,1
1711594501,7,2
1711594601,11,1
1711594602,11,2
1711598501,6,2
1711598502,6,1
1711600001,5,1
1711600002,6,1
1711601001,6,2
1711601002,6,1
1711602101,12,1
1711602102,12,2
1711605001,7,1
1711605002,7,2
1711605003,2,1
1711605201,6,1
1711605202,5,2
1711606401,7,2
1711606402,7,1
1711608101,6,1
1711608102,6,2
1711608103,2,2
1711608104,1,2
1711610701,6,1
1711610702,6,2
1711611101,6,2
1711611201,6,2
1711611401,6,2
1711611402,6,1
1711613101,11,2
1711613102,11,1
1711613201,6,2
1711613202,6,1
1711613301,9,1
1711613302,4,1
1711613701,8,2
1711617101,8,2
1711617801,6,2
1711618101,8,2
1711620801,9,2
1711622601,5,2
1711622602,5,2
1711624801,7,1
1711624802,7,2
1711624803,2,1
1711625701,6,1
1711626001,6,1
1711627601,6,1
1711627602,5,2
1711628801,8,1
1711632501,6,2
1711632502,6,1
1711633001,10,1
1711634001,9,2
1711636401,7,1
1711636402,7,2
1711636403,2,2
1711636404,1,1
1711638001,8,1
1711638002,9,2
1711638003,5,1
1711638004,4,2
1711638301,10,1
1711638901,8,2
1711638902,7,1
1711638903,3,1
1711638904,2,1
1711638905,2,1
1711643001,7,1
1711644101,10,2
1711645001,6,2
1711645002,6,1
1711653401,6,1
1711654401,11,2
1711656701,6,1
1711656702,6,2
1711656703,1,1
1711657201,5,2
1711659801,6,2
1711662101,10,1
1711662102,8,2
1711669301,6,2
1711672801,7,4
1711672802,7,4
1711674401,5,2
1711674402,6,1
1711674403,6,1
1711678101,8,1
1711678102,8,4
1711679601,5,2
1711682401,9,1
1711685001,7,1
1711685002,7,2
1711685003,1,4
1711691801,7,3
1711691802,7,1
1711693801,6,1
1711693802,6,2
1711693803,1,2
1711696301,8,2
1711697201,9,2
1711697301,6,1
1711697302,6,2
1711699101,6,1
1711699801,11,2
1711703601,6,2
1711705201,7,2
1711705202,8,1
1711706101,6,1
1711706102,6,4
1711708001,11,2
1711708002,11,1
1711708401,12,1
1711708402,12,2
1711710301,7,1
1711710901,10,1
1711710902,9,2
1711712001,11,2
1711713601,10,2
1711713801,6,2
1711713802,6,1
1711715201,7,1
1711716001,7,2
1711716002,6,2
1711717601,9,1
1711717602,9,1
1711719401,11,2
1711719402,12,1
1711720901,8,4
1711726901,8,1
1711727301,11,1
1711727302,11,2
1711727701,9,1
1711727702,9,1
1711729301,6,2
1711729302,6,1
1711731301,7,1
1711731302,7,2
1711731303,2,4
1711731304,2,4
1711734401,6,1
1711734402,6,2
1711734601,10,1
1711734602,10,2
1711737601,7,2
1711737602,7,2
1711737901,6,2
1711737902,7,2
1711739801,6,2
1711739802,6,1
1711744301,6,1
1711747901,6,2
1711747902,7,1
1711750001,6,2
1711750002,5,1
1711750301,8,2
1711750302,8,1
1711750501,6,2
1711750502,7,1
1711752901,10,2
1711752902,10,1
1711753501,6,1
1711753502,6,2
1711753503,1,1
1711754001,11,2
1711754002,9,1
1711755501,7,2
1711756001,7,1
1711756002,7,2
1711758801,6,1
1711758802,6,2
1711758803,2,2
1711758804,1,2
1711759001,9,2
1711761401,8,1
1711764501,5,2
1711764502,5,1
1711766601,10,2
1711767801,9,1
1711771501,8,4
1711771502,7,4
1711771503,1,4
1711774501,6,2
1711774601,7,1
1711774602,7,2
1711774603,5,1
1711774604,2,1
1711776401,8,2
1711778801,7,2
1711778802,8,1
1711780901,8,1
1711781901,10,2
1711782501,7,1
1711782502,6,2
1711786401,11,2
1711787801,7,1
1711787802,7,2
1711787803,2,1
1711787901,6,2
1711787902,6,1
1711788001,7,1
1711788002,7,2
1711788003,3,2
1711788004,1,1
1711788701,5,1
1711788702,5,1
1711788703,5,1
1711789801,7,2
1711790201,6,2
1711790202,6,1
1711791401,9,1
1711793101,7,2
1711793102,6,1
1711801501,6,1
1711801502,7,2
1711802601,10,1
1711802602,6,1
1711803001,7,2
1711803002,7,1
1711803003,3,2
1711803004,2,2
1711805501,7,2
1711805502,7,1
1711805503,3,1
1711805504,3,1
1711806501,9,1
1711806502,9,2
1711806801,6,2
1711806802,5,1
1711809301,6,2
1711809302,7,1
1711810201,7,2
1711810202,7,1
1711812801,7,2
1711812802,7,1
1711813901,6,2
1711813902,6,2
1711814401,9,1
1711815001,7,1
1711815002,6,2
1711815201,6,2
1711815202,6,1
1711815203,1,1
1711817401,8,1
1711817402,8,1
1711819701,6,2
1711819702,6,2
1711820701,8,1
1711823201,10,2
1711823202,10,1
1711828101,6,2
1711828102,6,1
1711828103,1,1
1711831001,9,1
1711831002,10,2
1711832001,6,1
1711834501,8,1
1711834502,8,2
1711834503,2,1
1711834504,2,2
1711837501,7,1
1711837502,6,1
1711840201,6,2
1711840202,6,1
1711841801,10,2
1711843501,7,2
1711843502,7,1
1711848201,6,1
1711848501,8,2
1711848502,9,1
1711850701,12,2
1711850702,11,1
1711856501,5,2
1711859301,9,2
1711861001,6,2
1711861002,9,2
1711861003,9,1
1711861004,6,1
1711862001,6,1
1711862002,6,2
1711862003,1,2
1711863201,7,4
1711863202,6,4
1711867001,8,1
1711867002,8,2
1711870101,8,2
1711870102,8,1
1711870103,3,2
1711870104,3,1
1711874801,8,1
1711876601,8,1
1711877101,6,1
1711877102,6,2
1711878201,8,2
1711879701,7,2
1711887901,6,2
1711888901,7,2
1711890201,11,1
1711890202,11,1
1711891901,9,4
1711895101,10,2
1711895102,9,1
1711897701,7,1
1711897901,7,2
1711897902,7,2
1711897903,2,1
1711897904,1,2
1711900001,6,1
1711902401,7,2
1711902402,7,1
1711908601,7,1
1711909401,8,1
1711909402,8,2
1711914201,10,2
1711914202,7,2
1711914301,7,2
1711914302,7,1
1711914303,2,2
1711915401,6,2
1711915402,6,1
1711916901,7,4
1711917401,7,1
1711917402,7,2
1711917403,1,1
1711922001,6,1
1711922002,6,2
1711922003,1,2
1711923501,8,2
1711923502,9,1
1711923801,8,1
1711923802,9,2
1711923803,11,1
1711923804,11,2
1711924201,7,1
1711924202,4,1
1711924203,6,1
1711924204,5,1
1711927401,10,1
1711928001,9,1
1711928002,9,2
1711930601,7,1
1711930602,6,2
1711931001,11,2
1711931201,8,1
1711931202,8,2
1711933901,8,1
1711937001,5,1
1711938301,6,2
1711938302,6,1
1711940101,6,2
1711940102,5,1
1711942501,7,1
1711942502,6,2
1711944001,10,2
1711944002,9,1
1711945401,6,2
1711945402,6,2
1711945801,7,2
1711945802,5,1
1711947701,5,2
1711947702,5,1
1711947703,2,1
1711947704,2,1
1711947705,4,1
1711947706,4,1
1711950401,10,2
1711953001,8,2
1711953002,9,1
1711953003,3,1
1711953401,7,2
1711953402,7,1
1711953403,2,1
1711953404,1,1
1711953901,6,2
1711954201,9,1
1711954701,6,2
1711954702,6,2
1711955501,10,1
1711958201,5,4
1711958202,6,3
1711959701,7,1
1711959702,7,2
1711959703,1,1
1711959704,1,1
1711962201,6,1
1711962202,6,2
1711962203,1,1
1711968101,6,1
1711974201,6,1
1711974202,6,2
1711976801,9,1
1711976802,9,2
1711978001,5,2
1711978002,1,2
1711979001,6,2
1711979002,7,1
1711979003,1,2
1711979004,1,2
1711980801,10,2
1711981301,9,2
1711983301,9,1
1711986401,6,2
1711986701,7,2
1711986702,7,1
1711988001,8,2
1711988002,8,1
1711988601,5,1
1711992201,9,1
1711992202,10,2
1711992601,7,2
1711992602,7,1
1711992603,1,2
1711995701,10,1
1711995801,7,1
1711995802,7,2
1711995803,2,2
1711995804,2,2
1711997101,5,1
1711997102,5,1
1711997701,7,2
1711998401,7,2
1711998402,8,2
1711998901,6,2
1712001301,6,2
1712001302,6,1
1712001303,6,2
1712002501,10,2
1712002502,11,1
1712003601,6,2
1712003602,6,1
1712004601,9,2
1712004602,9,1
1712007601,6,1
1712009601,6,4
1712009602,7,1
1712012801,7,1
1712012802,6,2
1712012803,2,1
1712012804,2,1
1712014001,7,1
1712016801,6,1
1712016802,5,2
1712017201,6,2
1712017202,6,1
1712017203,6,2
1712018901,6,1
1712018902,6,2
1712024101,7,1
1712025101,6,2
1712025102,7,1
1712025103,1,1
1712029601,5,2
1712031801,6,2
1712031802,6,1
1712033501,11,2
1712033502,9,1
1712035801,5,2
1712035802,6,1
1712036001,6,1
1712036002,6,2
1712036003,2,1
1712036301,9,2
1712036302,8,1
1712041601,7,1
1712043501,7,1
1712047501,5,2
1712047502,6,1
1712048201,5,2
1712048202,5,1
1712048501,6,1
1712048502,6,2
1712049101,9,2
1712049102,9,2
1712049103,4,2
1712049104,3,2
1712049901,10,2
1712050701,7,2
1712051801,7,1
1712051802,6,2
1712051803,1,2
1712052001,7,1
1712052101,6,2
1712053301,10,1
1712053302,9,2
1712055701,7,2
1712055702,6,1
1712055901,9,2
1712058101,6,2
1712058102,6,1
1712060401,5,2
1712060501,6,1
1712060502,6,1
1712063601,7,1
1712063602,7,2
1712063603,2,1
1712063604,1,1
1712065201,6,2
1712065202,6,1
1712066801,9,2
1712066802,9,1
1712067201,6,2
1712067202,6,1
1712067203,1,2
1712080301,6,1
1712080302,6,2
1712083601,8,1
1712083602,7,2
1712083603,1,1
1712083604,1,1
1712085201,6,2
1712085202,6,1
1712086301,6,2
1712086302,6,1
1712090801,6,1
1712090802,6,2
1712090803,1,2
1712090804,1,1
1712091201,9,1
1712091202,9,2
1712092101,7,2
1712092102,7,1
1712092301,8,2
1712093201,8,2
1712093202,7,2
1712093203,2,1
1712099301,6,1
1712100001,11,2
1712100701,7,1
1712100702,6,2
1712101801,5,2
1712106701,10,1
1712107501,8,2
1712111101,6,1
1712112001,6,3
1712112501,6,2
1712112502,6,1
1712112503,2,2
1712112504,2,1
1712112701,8,1
1712113001,11,2
1712115501,5,2
1712115502,11,2
1712115503,12,1
1712115504,8,1
1712115505,8,2
1712115506,2,2
1712121601,10,1
1712122201,7,2
1712124301,7,1
1712124701,6,1
1712127001,7,2
1712127002,7,1
1712127003,2,2
1712128701,7,2
1712128702,7,1
1712128801,5,2
1712131501,6,2
1712134101,10,1
1712134102,9,2
1712135801,8,2
1712135802,11,2
1712136101,10,2
1712136102,10,1
1712137301,6,1
1712137601,5,1
1712140201,11,1
1712140202,11,2
1712140901,6,2
1712140902,7,1
1712142401,6,2
1712142402,6,3
1712143101,5,1
1712143301,11,1
1712143302,11,2
1712143303,8,1
1712143304,5,1
1712143305,8,2
1712143306,5,2
1712144401,6,1
1712145901,7,2
1712145902,6,1
1712145903,1,2
1712146001,7,1
1712146101,10,1
1712146102,10,2
1712147301,7,1
1712147302,7,2
1712148601,6,2
1712150801,8,2
1712151701,7,2
1712151702,7,1
1712151801,6,2
1712151802,7,1
1712153901,7,2
1712153902,7,1
1712156801,6,2
1712156802,6,2
1712157301,8,2
1712157302,9,2
1712157303,2,2
1712162101,6,1
1712162102,6,2
1712164601,6,1
1712164602,6,2
1712164901,6,1
1712164902,5,2
1712165501,7,1
1712165502,7,2
1712167701,6,2
1712167702,6,1
1712168301,7,1
1712169201,8,1
1712169202,8,2
1712173501,7,1
1712175901,6,2
1712179101,7,1
1712181501,7,2
1712183101,8,2
1712184601,7,1
1712184602,6,2
1712185601,6,2
1712190001,8,1
1712190002,8,2
1712190003,3,1
1712190004,3,2
1712190901,6,2
1712190902,7,1
1712192301,7,1
1712197401,6,1
1712201401,10,1
1712202401,7,1
1712202402,5,2
1712202403,7,1
1712202404,2,1
1712202405,1,1
1712204001,8,2
1712204801,5,1
1712204802,5,1
1712204803,5,1
1712209601,6,2
1712213301,9,2
1712214601,6,2
1712218201,5,4
1712218202,6,4
1712218203,1,4
1712218901,5,2
1712218902,9,2
1712218903,10,1
1712219001,6,1
1712219002,6,2
1712221101,10,1
1712221102,10,2
1712223601,7,1
1712223602,7,2
1712223603,3,1
1712223604,2,2
1712225801,10,1
1712227101,10,1
1712227102,9,2
1712228001,9,2
1712228002,10,1
1712229601,8,1
1712229602,10,2
1712229901,6,1
1712230501,7,1
1712230502,7,2
1712230503,2,1
1712230901,6,2
1712230902,6,1
1712233201,6,2
1712233202,6,2
1712234801,6,1
1712234802,7,2
1712238001,9,2
1712241601,8,1
1712242001,6,2
1712242002,7,1
1712242601,10,2
1712242701,6,2
1712242702,6,1
1712244001,9,2
1712246501,9,2
1712247601,10,1
1712247602,10,2
1712248701,6,1
1712248702,6,2
1712251601,7,1
1712251602,7,2
1712251603,1,1
1712251604,1,1
1712252001,10,1
1712252002,9,2
1712252003,4,1
1712252004,5,1
1712252005,2,2
1712254101,7,2
1712254102,7,1
1712254103,1,1
1712254701,9,1
1712254702,8,2
1712254703,4,1
1712255401,6,1
1712257101,8,2
1712257102,8,2
1712257103,2,1
1712258101,6,1
1712259301,6,2
1712259302,7,2
1712260401,7,1
1712260402,7,2
1712260403,3,3
1712260404,2,1
1712260701,10,1
1712262601,6,1
1712262602,6,1
1712263401,6,1
1712263901,7,2
1712268401,8,1
1712272301,7,1
1712272302,7,2
1712275401,6,1
1712275402,6,2
1712275701,9,1
1712276701,6,2
1712276702,7,1
1712279301,8,1
1712279302,8,2
1712280301,8,2
1712282501,6,1
1712283401,11,1
1712283402,11,2
1712284301,6,1
1712286201,6,2
1712287201,6,2
1712287202,5,2
1712288501,6,1
1712288502,6,2
1712293901,7,1
1712294001,6,2
1712296501,8,2
1712298701,10,2
1712300301,10,2
1712300401,10,1
1712300402,9,2
1712300801,6,1
1712300802,6,2
1712300803,1,2
1712305001,9,1
1712306801,9,1
1712306802,9,2
1712310401,7,1
1712313501,9,1
1712313801,10,1
1712313802,10,2
1712313803,2,2
1712315801,6,1
1712315802,6,2
1712315803,1,2
1712315804,1,2
1712316101,11,2
1712317601,7,1
1712317602,7,2
1712317603,2,2
1712319401,11,1
1712319402,11,2
1712320101,8,1
1712320102,8,2
1712321101,6,1
1712321102,6,2
1712321401,7,2
1712321402,7,1
1712321403,2,1
1712321404,2,1
1712321405,1,2
1712321501,10,1
1712321502,10,2
1712321601,6,1
1712321602,6,2
1712323701,7,2
1712323702,7,1
1712323703,2,2
1712323704,1,2
1712324101,9,2
1712324102,9,1
1712325101,10,2
1712325102,8,2
1712325201,9,1
1712325202,9,2
1712325501,9,2
1712325502,9,1
1712325503,6,1
1712326601,6,1
1712333901,9,1
1712335401,10,2
1712335402,6,1
1712337101,6,1
1712337102,7,1
1712338501,9,2
1712338502,9,1
1712340301,6,1
1712340901,10,2
1712341001,6,1
1712345301,9,1
1712346301,10,2
1712347201,6,2
1712347202,6,1
1712348201,5,1
1712348901,5,1
1712349301,5,1
1712350701,6,1
1712350702,6,2
1712350703,1,2
1712354201,9,2
1712354202,5,1
1712354601,6,2
1712354602,6,1
1712354603,1,2
1712355201,9,1
1712355501,5,2
1712355502,6,1
1712357501,7,1
1712357502,7,2
1712358001,5,2
1712358002,5,2
1712358003,5,1
1712358401,10,2
1712358402,10,1
1712358601,6,1
1712359701,11,2
1712359901,6,1
1712359902,6,2
1712361301,7,1
1712364501,6,1
1712364601,6,2
1712364602,7,1
1712365401,6,1
1712366801,6,2
1712366901,6,2
1712370701,10,1
1712372901,7,1
1712372902,6,2
1712377201,7,1
1712377202,7,2
1712377203,2,2
1712377401,10,1
1712378301,8,2
1712378302,4,1
1712379701,9,1
1712381401,8,2
1712381402,4,1
1712381403,3,2
1712381601,7,1
1712381602,7,2
1712381603,3,1
1712382801,10,1
1712382802,9,2
1712386801,6,1
1712388401,6,1
1712391601,7,2
1712391602,2,1
1712393601,7,1
1712393602,7,2
1712393603,1,1
1712393604,5,1
1712395801,6,1
1712398001,5,1
1712398002,5,2
1712399301,9,2
1712399302,9,1
1712399303,4,1
1712403601,11,1
1712403602,11,2
1712403901,7,1
1712403902,7,2
1712403903,2,2
1712403904,2,2
1712405301,9,1
1712405302,9,2
1712405303,3,2
1712406201,7,1
1712406202,6,2
1712406203,1,1
1712406401,6,2
1712409101,7,2
1712409102,7,2
1712409301,7,1
1712409302,7,2
1712409303,2,2
1712414201,8,2
1712414202,3,1
1712415901,7,1
1712415902,8,2
1712417201,7,1
1712417202,6,2
1712417203,1,2
1712418401,8,1
1712418402,9,2
1712420401,10,1
1712420402,9,2
1712421101,5,2
1712423901,7,1
1712427301,6,1
1712427302,6,2
1712431101,10,1
1712431501,6,2
1712431502,6,1
1712431601,9,2
1712431602,10,1
1712432401,6,1
1712432402,6,2
1712432403,2,1
1712434201,7,2
1712434202,8,1
1712434203,4,1
1712435001,7,1
1712435002,7,2
1712435003,2,2
1712435201,10,2
1712436001,9,2
1712436002,5,1
1712437701,7,2
1712437702,7,1
1712437703,2,1
1712439801,6,1
1712439802,7,2
1712441101,9,1
1712441102,10,2
1712445801,6,1
1712445802,6,2
1712446401,9,2
1712446402,9,1
1712446601,7,1
1712446602,7,2
1712446603,2,2
1712446604,1,2
1712450001,6,2
1712454301,7,1
1712454302,7,2
1712456501,6,2
1712456502,6,1
1712457301,7,1
1712458301,9,2
1712458801,9,1
1712458802,10,2
1712459701,11,2
1712461701,9,1
1712462501,9,1
1712462502,9,2
1712462801,8,1
1712463701,7,1
1712468801,8,1
1712468802,8,2
1712468803,3,2
1712469601,7,1
1712471301,5,1
1712471302,6,2
1712472201,10,1
1712474601,7,2
1712474602,7,1
1712474603,2,1
1712474604,2,2
1712475401,10,1
1712475402,10,2
1712476501,8,1
1712481301,10,1
1712481302,10,2
1712485401,7,2
1712485402,6,1
1712485403,2,1
1712485404,1,1
1712486101,8,1
1712486102,8,2
1712486103,2,2
1712486201,7,1
1712486202,7,2
1712486203,4,1
1712486204,3,2
1712487501,8,2
1712493901,7,1
1712493902,8,2
1712493903,2,1
1712494301,6,1
1712494302,6,2
1712494401,6,1
1712494402,6,2
1712495001,6,1
1712495002,6,2
1712495003,2,2
1712495004,1,2
1712496201,8,2
1712496202,8,1
1712497201,7,1
1712499601,10,1
1712499602,10,2
1712505601,7,2
1712505602,6,1
1712507701,11,2
1712510201,8,1
1712511401,11,2
1712511601,6,3
1712515001,11,1
1712524901,6,1
1712525901,9,2
1712526901,6,1
1712526902,6,1
1712527101,7,1
1712527102,7,2
1712527103,3,1
1712527104,2,1
1712528601,8,1
1712528602,7,2
1712529701,11,2
1712529702,11,1
1712530401,7,1
1712530402,7,2
1712530403,2,1
1712530404,2,2
1712530405,1,2
1712532701,10,2
1712533301,6,2
1712533302,7,1
1712533303,1,1
1712533304,1,1
1712539101,7,1
1712539102,7,2
1712540701,5,1
1712540702,5,1
1712540703,5,1
1712541001,6,1
1712541901,9,2
1712543901,8,4
1712544301,6,2
1712546501,8,2
1712546502,5,1
1712547201,7,1
1712547501,9,1
1712547502,9,2
1712547601,10,2
1712547602,10,1
1712547701,7,1
1712548301,10,2
1712548302,10,1
1712548801,6,1
1712548802,6,3
1712550401,6,2
1712550402,6,1
1712551401,11,1
1712551402,10,2
1712551601,7,2
1712552901,6,1
1712552902,7,1
1712553501,6,1
1712554601,9,1
1712555401,9,2
1712555402,9,1
1712555403,6,1
1712555404,5,1
1712557601,7,1
1712557602,7,2
1712558901,7,1
1712559001,10,1
1712559002,9,2
1712559003,4,1
1712561701,6,2
1712561702,6,1
1712561703,1,1
1712561704,1,2
1712565301,9,2
1712565302,10,1
1712566401,9,1
1712567601,8,2
1712569901,7,1
1712569902,7,2
1712569903,1,1
1712571901,7,1
1712571902,7,2
1712572901,9,2
1712573101,7,2
1712573102,7,1
1712573301,7,2
1712573302,8,1
1712573303,1,2
1712574801,9,2
1712574802,5,2
1712576501,8,2
1712580301,11,2
1712580302,9,2
1712583001,7,2
1712583401,6,1
1712583402,6,2
1712587501,6,2
1712587502,6,1
1712587503,1,1
1712587504,6,2
1712587505,6,1
1712588301,6,1
1712588501,9,1
1712588901,7,1
1712588902,7,2
1712588903,2,1
1712594601,7,2
1712594602,7,1
1712594603,3,1
1712595301,8,2
1712595302,8,2
1712595501,8,1
1712595502,7,2
1712595503,4,1
1712595504,2,1
1712595505,1,1
1712599701,9,2
1712600201,6,1
1712600202,6,2
1712601301,7,2
1712602701,9,2
1712602702,10,1
1712602703,5,2
1712604201,10,1
1712604202,10,2
1712604301,9,2
1712604601,9,1
1712604602,9,2
1712606301,5,2
1712606302,5,1
1712606303,5,1
1712607201,6,1
1712608201,6,2
1712608202,6,1
1712610101,10,2
1712615601,10,2
1712616701,10,2
1712617801,9,1
1712623701,6,1
1712625801,9,1
1712625802,8,2
1712628201,6,1
1712631901,6,2
1712631902,6,1
1712631903,1,1
1712634701,7,2
1712634702,7,1
1712636601,6,2
1712636602,6,1
1712636603,1,2
1712636604,1,1
1712639601,6,1
1712639602,5,2
1712640801,8,1
1712640802,7,2
1712640803,2,2
1712641901,8,1
1712642801,8,2
1712642802,8,1
1712642803,4,1
1712642804,3,2
1712642805,3,1
1712642806,2,2
1712642807,2,2
1712643701,11,2
1712645701,10,1
1712645702,10,2
1712646201,6,1
1712646202,6,2
1712647001,7,2
1712647002,7,1
1712647301,7,2
1712652001,7,2
1712652201,6,1
1712652202,6,2
1712652203,1,1
1712652701,9,1
1712652702,9,2
1712654301,6,2
1712654302,6,2
1712656501,8,2
1712656502,8,1
1712659401,6,2
1712659402,6,1
1712661501,10,2
1712661502,9,4
1712664301,9,2
1712664302,10,1
1712666001,10,1
1712666002,8,2
1712666003,5,2
1712666004,3,2
1712666701,6,2
1712666702,6,2
1712667401,8,1
1712667402,8,2
1712667701,6,2
1712667702,5,2
1712668201,8,2
1712668501,6,1
1712668502,6,1
1712669901,6,2
1712670401,8,1
1712670402,8,2
1712670403,3,2
1712670404,3,2
1712670501,8,4
1712670502,8,4
1712670503,2,4
1712670801,6,1
1712670802,6,2
1712670901,10,4
1712670902,10,4
1712670903,6,4
1712673801,11,1
1712674001,8,1
1712674002,10,2
1712675201,7,1
1712675401,10,2
1712676201,7,1
1712676202,6,2
1712676203,2,1
1712676204,1,2
1712678401,6,1
1712678402,6,2
1712678601,6,1
1712678602,6,2
1712680901,9,2
1712683501,7,1
1712683502,7,2
1712684201,6,2
1712684901,9,1
1712686201,5,1
1712687401,12,1
1712687402,12,2
1712687601,9,2
1712689201,6,2
1712689301,10,2
1712689302,8,1
1712691701,10,1
1712691702,10,2
1712697401,7,2
1712697402,7,1
1712698501,8,2
1712698502,6,1
1712698503,6,1
1712701401,7,1
1712701402,8,1
1712702001,9,2
1712702601,8,1
1712702602,8,2
1712702603,2,1
1712702604,2,1
1712702701,7,2
1712702702,7,1
1712702703,2,2
1712702704,2,1
1712703101,6,1
1712703102,6,1
1712705201,5,1
1712705202,6,2
1712705801,7,2
1712709301,6,1
1712709401,10,2
1712711701,8,2
1712712001,10,2
1712715401,7,2
1712715402,6,1
1712720201,10,1
1712724501,6,1
1712725901,7,2
1712725902,7,2
1712728801,6,1
1712728802,6,2
1712729101,6,1
1712729102,7,2
1712729701,9,1
1712729702,9,1
1712730001,7,1
1712733601,7,1
1712735601,9,2
1712735602,10,1
1712735801,7,1
1712735802,6,2
1712735803,1,2
1712735804,1,2
1712736201,9,1
1712736202,7,2
1712736401,6,2
1712739501,7,2
1712739502,8,1
1712739503,1,2
1712739504,1,2
1712740501,6,2
1712740502,6,1
1712741601,10,1
1712741602,10,2
1712743201,11,1
1712743202,11,2
1712745201,7,2
1712745801,6,1
1712745802,6,2
1712745803,6,2
1712748001,8,1
1712748002,8,2
1712748701,10,1
1712751201,9,1
