personid,Primary_mode,age
1711148901,"Walk, jog, or wheelchair",6.0
1711148901,Household vehicle 1,6.0
1711148901,Household vehicle 1,6.0
1711148901,Household vehicle 1,6.0
1711148901,Household vehicle 1,6.0
1711148901,"Walk, jog, or wheelchair",6.0
1711148901,"Walk, jog, or wheelchair",6.0
1711148901,"Walk, jog, or wheelchair",6.0
1711148901,Household vehicle 1,6.0
1711148901,Household vehicle 1,6.0
1711148901,Household vehicle 1,6.0
1711148901,Household vehicle 1,6.0
1711148901,Household vehicle 1,6.0
1711148901,Household vehicle 1,6.0
1711148901,Household vehicle 1,6.0
1711148901,Household vehicle 1,6.0
1711148901,Household vehicle 1,6.0
1711148901,Household vehicle 1,6.0
1711148901,Household vehicle 1,6.0
1711148901,"Other hired service (e.g., Lyft, Uber)",6.0
1711148901,Friend/colleague's car,6.0
1711148901,"Other hired service (e.g., Lyft, Uber)",6.0
1711148901,Household vehicle 1,6.0
1711148901,Household vehicle 1,6.0
1711148901,Household vehicle 1,6.0
1711148901,Household vehicle 1,6.0
1711148901,Household vehicle 1,6.0
1711148901,Household vehicle 1,6.0
1711148901,Other household vehicle,6.0
1711148901,Rental car,6.0
1711148901,Household vehicle 1,6.0
1711148901,Household vehicle 1,6.0
1711149701,Vanpool vehicle,6.0
1711149701,Vanpool vehicle,6.0
1711150701,Household vehicle 1,8.0
1711150701,Household vehicle 1,8.0
1711150701,Household vehicle 1,8.0
1711150701,Household vehicle 1,8.0
1711150701,Household vehicle 1,8.0
1711150701,Household vehicle 1,8.0
1711150701,Household vehicle 1,8.0
1711150701,Household vehicle 1,8.0
1711150701,Household vehicle 1,8.0
1711150701,Household vehicle 1,8.0
1711152501,Household vehicle 1,8.0
1711152501,Household vehicle 1,8.0
1711156201,Household vehicle 1,9.0
1711156201,Household vehicle 1,9.0
1711156201,Household vehicle 1,9.0
1711156201,Household vehicle 1,9.0
1711156201,"Walk, jog, or wheelchair",9.0
1711156201,"Walk, jog, or wheelchair",9.0
1711156201,Household vehicle 1,9.0
1711156201,Household vehicle 1,9.0
1711156201,Household vehicle 1,9.0
1711156201,Household vehicle 1,9.0
1711156201,"Walk, jog, or wheelchair",9.0
1711156201,"Walk, jog, or wheelchair",9.0
1711156201,"Walk, jog, or wheelchair",9.0
1711156201,"Walk, jog, or wheelchair",9.0
1711156202,"Walk, jog, or wheelchair",9.0
1711156202,"Walk, jog, or wheelchair",9.0
1711156202,"Walk, jog, or wheelchair",9.0
1711162001,Household vehicle 1,7.0
1711162001,Household vehicle 1,7.0
1711162001,Household vehicle 1,7.0
1711162001,Friend/colleague's car,7.0
1711162001,Friend/colleague's car,7.0
1711162001,Household vehicle 1,7.0
1711162001,Household vehicle 1,7.0
1711162001,Household vehicle 1,7.0
1711162001,Household vehicle 1,7.0
1711162001,Household vehicle 1,7.0
1711162001,Household vehicle 1,7.0
1711162001,"Walk, jog, or wheelchair",7.0
1711162001,"Walk, jog, or wheelchair",7.0
1711162001,Household vehicle 1,7.0
1711162001,"Walk, jog, or wheelchair",7.0
1711162001,Household vehicle 1,7.0
1711162001,"Walk, jog, or wheelchair",7.0
1711162001,"Walk, jog, or wheelchair",7.0
1711162001,Friend/colleague's car,7.0
1711162001,Household vehicle 1,7.0
1711162001,Household vehicle 1,7.0
1711162001,Household vehicle 1,7.0
1711162001,Household vehicle 1,7.0
1711162001,Household vehicle 1,7.0
1711162001,Friend/colleague's car,7.0
1711162001,"Walk, jog, or wheelchair",7.0
1711162001,Friend/colleague's car,7.0
1711162001,Household vehicle 1,7.0
1711162001,Household vehicle 1,7.0
1711162001,Household vehicle 1,7.0
1711162001,Household vehicle 1,7.0
1711162001,Household vehicle 1,7.0
1711162001,Household vehicle 1,7.0
1711162001,Household vehicle 1,7.0
1711162001,Friend/colleague's car,7.0
1711162001,Friend/colleague's car,7.0
1711162001,Friend/colleague's car,7.0
1711162001,Friend/colleague's car,7.0
1711162001,Friend/colleague's car,7.0
1711162001,Friend/colleague's car,7.0
1711162001,Household vehicle 1,7.0
1711162001,Household vehicle 1,7.0
1711162201,Household vehicle 1,6.0
1711162201,Household vehicle 1,6.0
1711162201,Household vehicle 1,6.0
1711162201,Household vehicle 1,6.0
1711162201,Household vehicle 1,6.0
1711162201,Household vehicle 1,6.0
1711162901,Bus (public transit),8.0
1711162901,Bus (public transit),8.0
1711162901,"Walk, jog, or wheelchair",8.0
1711162901,"Walk, jog, or wheelchair",8.0
1711162901,Bus (public transit),8.0
1711162901,Bus (public transit),8.0
1711162901,"Walk, jog, or wheelchair",8.0
1711162901,"Walk, jog, or wheelchair",8.0
1711162901,"Walk, jog, or wheelchair",8.0
1711162901,"Walk, jog, or wheelchair",8.0
1711162901,Bus (public transit),8.0
1711162901,Bus (public transit),8.0
1711162901,"Walk, jog, or wheelchair",8.0
1711162901,Bus (public transit),8.0
1711162901,Bus (public transit),8.0
1711162901,"Walk, jog, or wheelchair",8.0
1711162901,Other non-household vehicle,8.0
1711162901,Household vehicle 1,8.0
1711162901,Other non-household vehicle,8.0
1711162901,Household vehicle 1,8.0
1711162901,Household vehicle 1,8.0
1711162901,Bus (public transit),8.0
1711162901,Bus (public transit),8.0
1711162901,"Walk, jog, or wheelchair",8.0
1711166301,"Other hired service (e.g., Lyft, Uber)",6.0
1711166301,"Walk, jog, or wheelchair",6.0
1711166301,"Walk, jog, or wheelchair",6.0
1711166301,"Walk, jog, or wheelchair",6.0
1711166301,"Walk, jog, or wheelchair",6.0
1711166301,"Other hired service (e.g., Lyft, Uber)",6.0
1711170701,"Walk, jog, or wheelchair",9.0
1711170701,"Walk, jog, or wheelchair",9.0
1711170701,"Walk, jog, or wheelchair",9.0
1711170701,"Walk, jog, or wheelchair",9.0
1711170701,"Walk, jog, or wheelchair",9.0
1711170701,"Walk, jog, or wheelchair",9.0
1711172801,Bus (public transit),7.0
1711172801,Bus (public transit),7.0
1711172801,Friend/colleague's car,7.0
1711172802,School bus,2.0
1711172802,Friend/colleague's car,2.0
1711173301,Household vehicle 1,6.0
1711173301,Household vehicle 1,6.0
1711173301,Household vehicle 1,6.0
1711173301,Household vehicle 1,6.0
1711173301,Household vehicle 1,6.0
1711173301,Household vehicle 1,6.0
1711173301,Household vehicle 1,6.0
1711173301,Household vehicle 1,6.0
1711173301,Household vehicle 1,6.0
1711173301,Household vehicle 1,6.0
1711173301,,6.0
1711173301,Household vehicle 1,6.0
1711173301,Household vehicle 1,6.0
1711173301,Household vehicle 1,6.0
1711173301,,6.0
1711173301,Household vehicle 1,6.0
1711173301,Household vehicle 1,6.0
1711173301,Household vehicle 1,6.0
1711173301,Household vehicle 1,6.0
1711173301,Household vehicle 1,6.0
1711173301,Household vehicle 1,6.0
1711173301,Household vehicle 1,6.0
1711173301,Household vehicle 1,6.0
1711173301,Household vehicle 1,6.0
1711173301,Household vehicle 1,6.0
1711173301,Household vehicle 1,6.0
1711173301,Household vehicle 1,6.0
1711173301,Household vehicle 1,6.0
1711173301,Household vehicle 1,6.0
1711173301,Household vehicle 1,6.0
1711173301,Household vehicle 1,6.0
1711173301,Household vehicle 1,6.0
1711173301,Household vehicle 1,6.0
1711173301,Household vehicle 1,6.0
1711173301,Household vehicle 1,6.0
1711173301,Household vehicle 1,6.0
1711173301,Household vehicle 1,6.0
1711173301,"Walk, jog, or wheelchair",6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,,6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,Household vehicle 1,6.0
1711173302,"Walk, jog, or wheelchair",6.0
1711173402,Household vehicle 1,7.0
1711173402,Household vehicle 1,7.0
1711173402,Household vehicle 1,7.0
1711173402,Household vehicle 1,7.0
1711178501,Bus (public transit),8.0
1711178501,Bus (public transit),8.0
1711179801,Paratransit,8.0
1711183701,Bus (public transit),5.0
1711183701,"Walk, jog, or wheelchair",5.0
1711183701,"Walk, jog, or wheelchair",5.0
1711183701,Bus (public transit),5.0
1711183702,"Walk, jog, or wheelchair",5.0
1711183702,"Walk, jog, or wheelchair",5.0
1711183702,"Walk, jog, or wheelchair",5.0
1711186101,"Commuter rail (Sounder, Amtrak)",9.0
1711186101,"Commuter rail (Sounder, Amtrak)",9.0
1711186101,Household vehicle 2,9.0
1711186101,"Commuter rail (Sounder, Amtrak)",9.0
1711186101,Household vehicle 2,9.0
1711186101,"Commuter rail (Sounder, Amtrak)",9.0
1711186101,Household vehicle 2,9.0
1711186101,Household vehicle 2,9.0
1711186101,Household vehicle 2,9.0
1711186101,Household vehicle 2,9.0
1711186101,Household vehicle 2,9.0
1711186101,Household vehicle 2,9.0
1711186101,Household vehicle 2,9.0
1711186101,Household vehicle 2,9.0
1711186101,Household vehicle 2,9.0
1711186101,Household vehicle 2,9.0
1711186101,"Commuter rail (Sounder, Amtrak)",9.0
1711186101,"Walk, jog, or wheelchair",9.0
1711186101,"Walk, jog, or wheelchair",9.0
1711186101,Household vehicle 2,9.0
1711186102,Household vehicle 1,10.0
1711186102,Household vehicle 1,10.0
1711186102,Household vehicle 1,10.0
1711186102,Household vehicle 1,10.0
1711186102,Household vehicle 1,10.0
1711186102,Household vehicle 1,10.0
1711186102,Household vehicle 1,10.0
1711186102,Household vehicle 1,10.0
1711186102,Household vehicle 1,10.0
1711186102,Household vehicle 1,10.0
1711186102,Household vehicle 1,10.0
1711186102,Household vehicle 1,10.0
1711186102,Household vehicle 1,10.0
1711186102,Household vehicle 1,10.0
1711186102,Household vehicle 1,10.0
1711186102,Household vehicle 1,10.0
1711187101,Household vehicle 2,7.0
1711187101,Bicycle or e-bike,7.0
1711187101,Bicycle or e-bike,7.0
1711187101,Household vehicle 2,7.0
1711187101,Household vehicle 2,7.0
1711187101,Household vehicle 2,7.0
1711187101,Household vehicle 2,7.0
1711187101,Household vehicle 2,7.0
1711187101,Household vehicle 2,7.0
1711187101,Household vehicle 2,7.0
1711187101,Household vehicle 2,7.0
1711187101,Household vehicle 2,7.0
1711187101,Household vehicle 2,7.0
1711187101,Household vehicle 2,7.0
1711187101,Bicycle or e-bike,7.0
1711187101,Bicycle or e-bike,7.0
1711187101,Bicycle or e-bike,7.0
1711187101,Household vehicle 2,7.0
1711187101,Household vehicle 2,7.0
1711187101,Household vehicle 2,7.0
1711187101,Household vehicle 2,7.0
1711187101,Household vehicle 2,7.0
1711187101,"Walk, jog, or wheelchair",7.0
1711187101,"Walk, jog, or wheelchair",7.0
1711187101,"Walk, jog, or wheelchair",7.0
1711187101,"Walk, jog, or wheelchair",7.0
1711187101,"Walk, jog, or wheelchair",7.0
1711187101,"Walk, jog, or wheelchair",7.0
1711187101,"Walk, jog, or wheelchair",7.0
1711187101,"Walk, jog, or wheelchair",7.0
1711187101,"Walk, jog, or wheelchair",7.0
1711187101,Household vehicle 2,7.0
1711187101,Household vehicle 2,7.0
1711187101,Household vehicle 2,7.0
1711187101,"Walk, jog, or wheelchair",7.0
1711187101,Household vehicle 2,7.0
1711187102,Household vehicle 1,6.0
1711187102,Household vehicle 1,6.0
1711187102,Friend/colleague's car,6.0
1711187102,Friend/colleague's car,6.0
1711187102,Friend/colleague's car,6.0
1711187102,Household vehicle 1,6.0
1711187102,Household vehicle 2,6.0
1711187102,Bus (public transit),6.0
1711187102,"Walk, jog, or wheelchair",6.0
1711187102,Bus (public transit),6.0
1711187102,Household vehicle 1,6.0
1711187102,Household vehicle 1,6.0
1711187102,Household vehicle 1,6.0
1711187102,Household vehicle 1,6.0
1711187102,Household vehicle 1,6.0
1711187102,Household vehicle 1,6.0
1711187102,Household vehicle 1,6.0
1711187102,Household vehicle 1,6.0
1711187102,Household vehicle 1,6.0
1711187102,Bus (public transit),6.0
1711187102,"Walk, jog, or wheelchair",6.0
1711187102,Friend/colleague's car,6.0
1711187102,Friend/colleague's car,6.0
1711187102,Friend/colleague's car,6.0
1711187102,"Walk, jog, or wheelchair",6.0
1711187102,Friend/colleague's car,6.0
1711187102,Ferry or water taxi,6.0
1711187102,"Walk, jog, or wheelchair",6.0
1711187102,"Walk, jog, or wheelchair",6.0
1711187102,"Walk, jog, or wheelchair",6.0
1711187102,"Walk, jog, or wheelchair",6.0
1711187102,"Walk, jog, or wheelchair",6.0
1711187102,Household vehicle 1,6.0
1711187102,Household vehicle 1,6.0
1711187102,Household vehicle 1,6.0
1711187102,Household vehicle 1,6.0
1711187102,Household vehicle 1,6.0
1711187102,Household vehicle 1,6.0
1711188401,Bus (public transit),8.0
1711188401,Bus (public transit),8.0
1711188401,Bus (public transit),8.0
1711188401,Bus (public transit),8.0
1711188401,Bus (public transit),8.0
1711188401,Bus (public transit),8.0
1711188401,Bus (public transit),8.0
1711188401,Bus (public transit),8.0
1711188401,Household vehicle 1,8.0
1711188401,Household vehicle 1,8.0
1711188401,Household vehicle 1,8.0
1711188401,Household vehicle 1,8.0
1711188401,Household vehicle 1,8.0
1711188401,Household vehicle 1,8.0
1711188401,Household vehicle 1,8.0
1711188401,Household vehicle 1,8.0
1711188401,Household vehicle 1,8.0
1711188401,Household vehicle 1,8.0
1711188401,Household vehicle 1,8.0
1711188401,Bus (public transit),8.0
1711188401,Bus (public transit),8.0
1711188402,Household vehicle 2,7.0
1711188402,Household vehicle 2,7.0
1711188402,Household vehicle 2,7.0
1711188402,Household vehicle 2,7.0
1711188402,Household vehicle 2,7.0
1711188402,Household vehicle 2,7.0
1711188402,Household vehicle 2,7.0
1711188402,Household vehicle 2,7.0
1711188402,Household vehicle 2,7.0
1711188402,Household vehicle 2,7.0
1711188402,Household vehicle 2,7.0
1711188402,Household vehicle 2,7.0
1711188402,Household vehicle 2,7.0
1711188402,,7.0
1711188402,,7.0
1711188402,Household vehicle 2,7.0
1711188402,Household vehicle 2,7.0
1711188402,Household vehicle 2,7.0
1711188402,Household vehicle 2,7.0
1711188402,Household vehicle 2,7.0
1711188402,Household vehicle 2,7.0
1711188402,Household vehicle 2,7.0
1711188402,Household vehicle 2,7.0
1711188402,Household vehicle 2,7.0
1711188402,Household vehicle 2,7.0
1711188402,Household vehicle 2,7.0
1711188402,Household vehicle 2,7.0
1711188402,Household vehicle 2,7.0
1711188402,Household vehicle 2,7.0
1711188402,Household vehicle 2,7.0
1711188402,Household vehicle 2,7.0
1711188402,Household vehicle 2,7.0
1711188402,Household vehicle 2,7.0
1711188402,Household vehicle 2,7.0
1711188402,Household vehicle 2,7.0
1711188402,Household vehicle 2,7.0
1711188402,Household vehicle 2,7.0
1711188402,Household vehicle 2,7.0
1711188402,Household vehicle 2,7.0
1711188402,Household vehicle 2,7.0
1711188402,Household vehicle 2,7.0
1711188402,Household vehicle 2,7.0
1711188402,Household vehicle 2,7.0
1711188402,Household vehicle 2,7.0
1711188402,Household vehicle 2,7.0
1711188402,Household vehicle 2,7.0
1711188402,Household vehicle 2,7.0
1711188402,Household vehicle 2,7.0
1711188403,Household vehicle 2,2.0
1711188403,Household vehicle 2,2.0
1711188403,Household vehicle 2,2.0
1711188403,Household vehicle 2,2.0
1711188403,Household vehicle 2,2.0
1711188403,Household vehicle 2,2.0
1711188403,Household vehicle 2,2.0
1711188403,Household vehicle 2,2.0
1711188403,Household vehicle 2,2.0
1711188403,Household vehicle 2,2.0
1711188403,Household vehicle 2,2.0
1711188403,Household vehicle 2,2.0
1711188403,Household vehicle 2,2.0
1711188403,Household vehicle 2,2.0
1711188403,Household vehicle 2,2.0
1711188403,Household vehicle 2,2.0
1711188403,Household vehicle 2,2.0
1711188403,Household vehicle 1,2.0
1711188403,Household vehicle 1,2.0
1711188403,Household vehicle 1,2.0
1711188403,Household vehicle 1,2.0
1711188403,Household vehicle 1,2.0
1711188403,Household vehicle 2,2.0
1711188403,Household vehicle 2,2.0
1711188403,Household vehicle 2,2.0
1711188403,Household vehicle 2,2.0
1711188403,Household vehicle 2,2.0
1711188403,Household vehicle 2,2.0
1711188601,Household vehicle 2,10.0
1711188601,Household vehicle 2,10.0
1711190401,Bus (public transit),9.0
1711190401,Bus (public transit),9.0
1711190401,Bus (public transit),9.0
1711190901,Household vehicle 2,7.0
1711190901,Household vehicle 2,7.0
1711190901,Household vehicle 2,7.0
1711190901,Household vehicle 2,7.0
1711190901,Household vehicle 2,7.0
1711190901,Household vehicle 2,7.0
1711190901,Household vehicle 1,7.0
1711190901,Household vehicle 1,7.0
1711190902,Household vehicle 1,7.0
1711190902,Household vehicle 1,7.0
1711190902,Household vehicle 1,7.0
1711190902,"Walk, jog, or wheelchair",7.0
1711190902,"Walk, jog, or wheelchair",7.0
1711190902,Household vehicle 1,7.0
1711190902,Household vehicle 1,7.0
1711190902,Household vehicle 1,7.0
1711190902,Household vehicle 1,7.0
1711190902,"Walk, jog, or wheelchair",7.0
1711190902,"Walk, jog, or wheelchair",7.0
1711190902,"Walk, jog, or wheelchair",7.0
1711190902,"Walk, jog, or wheelchair",7.0
1711190903,School bus,2.0
1711190903,School bus,2.0
1711190903,"Walk, jog, or wheelchair",2.0
1711190903,"Walk, jog, or wheelchair",2.0
1711190904,School bus,2.0
1711190904,School bus,2.0
1711190904,Household vehicle 1,2.0
1711190904,Household vehicle 1,2.0
1711191301,Household vehicle 1,7.0
1711191301,Household vehicle 1,7.0
1711191801,Household vehicle 2,11.0
1711191801,Household vehicle 2,11.0
1711191801,Household vehicle 2,11.0
1711191801,Household vehicle 2,11.0
1711191802,Household vehicle 2,9.0
1711191802,Household vehicle 2,9.0
1711191802,Household vehicle 2,9.0
1711191802,Household vehicle 2,9.0
1711192201,Household vehicle 1,9.0
1711192201,Household vehicle 1,9.0
1711192201,Household vehicle 1,9.0
1711192201,Household vehicle 1,9.0
1711192201,Household vehicle 1,9.0
1711192201,Household vehicle 1,9.0
1711192201,Household vehicle 1,9.0
1711192201,Household vehicle 1,9.0
1711192201,Household vehicle 1,9.0
1711192201,Household vehicle 1,9.0
1711192201,Household vehicle 1,9.0
1711192202,Friend/colleague's car,8.0
1711192202,Friend/colleague's car,8.0
1711192203,Household vehicle 1,4.0
1711192203,Bus (public transit),4.0
1711192203,Household vehicle 1,4.0
1711192204,Household vehicle 1,3.0
1711192204,Household vehicle 1,3.0
1711192204,Household vehicle 1,3.0
1711192205,Household vehicle 1,3.0
1711192205,Household vehicle 1,3.0
1711192901,"Walk, jog, or wheelchair",10.0
1711192901,"Walk, jog, or wheelchair",10.0
1711192901,"Walk, jog, or wheelchair",10.0
1711192901,"Walk, jog, or wheelchair",10.0
1711192901,"Walk, jog, or wheelchair",10.0
1711192901,"Walk, jog, or wheelchair",10.0
1711193901,Household vehicle 3,7.0
1711193901,"Walk, jog, or wheelchair",7.0
1711193901,"Walk, jog, or wheelchair",7.0
1711193901,Household vehicle 3,7.0
1711193901,Household vehicle 3,7.0
1711193902,Household vehicle 1,7.0
1711193902,Friend/colleague's car,7.0
1711193902,Friend/colleague's car,7.0
1711193902,Household vehicle 1,7.0
1711195801,Bus (public transit),6.0
1711195801,Bus (public transit),6.0
1711195802,Bus (public transit),7.0
1711195802,Bus (public transit),7.0
1711195803,Bus (public transit),2.0
1711195803,Bus (public transit),2.0
1711195901,Bus (public transit),10.0
1711195901,Bus (public transit),10.0
1711195901,Bus (public transit),10.0
1711195901,"Walk, jog, or wheelchair",10.0
1711195901,Bus (public transit),10.0
1711196001,Household vehicle 1,6.0
1711196001,Household vehicle 1,6.0
1711196001,Household vehicle 1,6.0
1711196001,Bus (public transit),6.0
1711196001,Bus (public transit),6.0
1711196001,"Walk, jog, or wheelchair",6.0
1711196001,"Walk, jog, or wheelchair",6.0
1711196001,Household vehicle 1,6.0
1711196001,Household vehicle 1,6.0
1711196001,Household vehicle 1,6.0
1711196001,Household vehicle 1,6.0
1711196001,Household vehicle 1,6.0
1711196001,"Walk, jog, or wheelchair",6.0
1711196001,Household vehicle 1,6.0
1711196001,Household vehicle 1,6.0
1711196001,"Walk, jog, or wheelchair",6.0
1711196001,"Walk, jog, or wheelchair",6.0
1711196001,Bus (public transit),6.0
1711196001,"Walk, jog, or wheelchair",6.0
1711196001,"Other hired service (e.g., Lyft, Uber)",6.0
1711196001,"Other hired service (e.g., Lyft, Uber)",6.0
1711196001,Household vehicle 1,6.0
1711196001,Household vehicle 1,6.0
1711196001,Household vehicle 1,6.0
1711196002,"Walk, jog, or wheelchair",6.0
1711196002,"Walk, jog, or wheelchair",6.0
1711196002,"Walk, jog, or wheelchair",6.0
1711196002,"Walk, jog, or wheelchair",6.0
1711196002,"Walk, jog, or wheelchair",6.0
1711196002,Household vehicle 1,6.0
1711196002,Household vehicle 1,6.0
1711196002,Household vehicle 1,6.0
1711196002,Household vehicle 1,6.0
1711196002,Household vehicle 1,6.0
1711196002,Household vehicle 1,6.0
1711196002,Household vehicle 1,6.0
1711196002,Household vehicle 1,6.0
1711196002,"Other hired service (e.g., Lyft, Uber)",6.0
1711196002,"Other hired service (e.g., Lyft, Uber)",6.0
1711196002,"Walk, jog, or wheelchair",6.0
1711196002,"Walk, jog, or wheelchair",6.0
1711198301,Household vehicle 1,9.0
1711198301,Household vehicle 1,9.0
1711198301,Household vehicle 1,9.0
1711198301,Household vehicle 1,9.0
1711198301,Household vehicle 1,9.0
1711198301,Household vehicle 1,9.0
1711202401,"Walk, jog, or wheelchair",8.0
1711202401,Household vehicle 1,8.0
1711202401,Household vehicle 1,8.0
1711202401,Household vehicle 1,8.0
1711202401,Household vehicle 1,8.0
1711202401,Household vehicle 1,8.0
1711202401,Household vehicle 1,8.0
1711202401,Household vehicle 1,8.0
1711202401,Household vehicle 1,8.0
1711202401,"Walk, jog, or wheelchair",8.0
1711202401,Household vehicle 1,8.0
1711202401,Household vehicle 1,8.0
1711202401,Household vehicle 1,8.0
1711202401,Household vehicle 1,8.0
1711202401,Household vehicle 1,8.0
1711202401,Household vehicle 1,8.0
1711202401,Household vehicle 1,8.0
1711202401,Household vehicle 1,8.0
1711202401,Household vehicle 1,8.0
1711202401,Household vehicle 1,8.0
1711202401,Household vehicle 1,8.0
1711202401,Household vehicle 1,8.0
1711202401,Household vehicle 1,8.0
1711202401,Household vehicle 1,8.0
1711202401,Household vehicle 1,8.0
1711202401,Household vehicle 1,8.0
1711202401,"Walk, jog, or wheelchair",8.0
1711202401,Household vehicle 1,8.0
1711202401,Household vehicle 1,8.0
1711202401,"Walk, jog, or wheelchair",8.0
1711202401,Household vehicle 1,8.0
1711202401,Household vehicle 1,8.0
1711202401,Household vehicle 1,8.0
1711202401,Household vehicle 1,8.0
1711202401,Household vehicle 1,8.0
1711202401,Household vehicle 1,8.0
1711202401,Household vehicle 1,8.0
1711202401,Household vehicle 1,8.0
1711202401,Household vehicle 1,8.0
1711202401,Household vehicle 1,8.0
1711202401,Household vehicle 1,8.0
1711202401,Household vehicle 1,8.0
1711202401,Household vehicle 1,8.0
1711202401,Household vehicle 2,8.0
1711202401,Household vehicle 2,8.0
1711202401,Household vehicle 2,8.0
1711202401,Household vehicle 2,8.0
1711202401,Household vehicle 1,8.0
1711202401,Household vehicle 1,8.0
1711202401,Household vehicle 1,8.0
1711202401,Household vehicle 1,8.0
1711202401,Household vehicle 1,8.0
1711202401,Household vehicle 1,8.0
1711202401,Household vehicle 1,8.0
1711202401,Household vehicle 1,8.0
1711202401,Household vehicle 1,8.0
1711202401,"Other mode (e.g., skateboard, kayak, motorhome, etc.)",8.0
1711202401,"Other mode (e.g., skateboard, kayak, motorhome, etc.)",8.0
1711202401,Friend/colleague's car,8.0
1711202401,Household vehicle 1,8.0
1711202402,Household vehicle 2,9.0
1711202402,"Walk, jog, or wheelchair",9.0
1711202402,Household vehicle 2,9.0
1711202402,Household vehicle 2,9.0
1711202402,Household vehicle 2,9.0
1711202402,Household vehicle 2,9.0
1711202402,"Walk, jog, or wheelchair",9.0
1711202402,Household vehicle 2,9.0
1711202402,Household vehicle 2,9.0
1711202402,Household vehicle 2,9.0
1711202402,Vanpool vehicle,9.0
1711202402,Vanpool vehicle,9.0
1711202402,Household vehicle 1,9.0
1711202402,Household vehicle 1,9.0
1711202402,"Walk, jog, or wheelchair",9.0
1711202402,"Walk, jog, or wheelchair",9.0
1711202402,Vanpool vehicle,9.0
1711202402,Vanpool vehicle,9.0
1711202402,Household vehicle 1,9.0
1711202402,Household vehicle 1,9.0
1711202402,Household vehicle 2,9.0
1711202402,Airplane or helicopter,9.0
1711202402,,9.0
1711202402,,9.0
1711202402,Airplane or helicopter,9.0
1711202402,Household vehicle 2,9.0
1711202402,Household vehicle 2,9.0
1711202402,Household vehicle 2,9.0
1711202402,Household vehicle 2,9.0
1711202402,Household vehicle 1,9.0
1711202402,Household vehicle 1,9.0
1711202402,Household vehicle 1,9.0
1711202402,Household vehicle 1,9.0
1711202402,Household vehicle 1,9.0
1711202402,Household vehicle 1,9.0
1711202402,Vanpool vehicle,9.0
1711202402,Vanpool vehicle,9.0
1711203201,Bicycle or e-bike,6.0
1711203201,Bicycle or e-bike,6.0
1711203201,Bicycle or e-bike,6.0
1711203201,Bicycle or e-bike,6.0
1711203201,Bicycle or e-bike,6.0
1711203202,Bus (public transit),6.0
1711203202,Bus (public transit),6.0
1711203202,"Walk, jog, or wheelchair",6.0
1711203202,Bicycle or e-bike,6.0
1711203301,Household vehicle 1,9.0
1711203301,Bus (public transit),9.0
1711203301,Household vehicle 1,9.0
1711205001,Household vehicle 1,9.0
1711205001,Household vehicle 1,9.0
1711205003,"Urban rail (e.g., Link light rail, monorail)",5.0
1711205003,"Urban rail (e.g., Link light rail, monorail)",5.0
1711205004,Household vehicle 3,9.0
1711205004,Household vehicle 3,9.0
1711205004,Household vehicle 3,9.0
1711205901,Household vehicle 1,8.0
1711205901,"Walk, jog, or wheelchair",8.0
1711205901,Household vehicle 1,8.0
1711205901,Household vehicle 1,8.0
1711205901,Household vehicle 1,8.0
1711205901,Household vehicle 1,8.0
1711205901,Household vehicle 1,8.0
1711205901,Household vehicle 1,8.0
1711205901,Household vehicle 1,8.0
1711205901,Household vehicle 1,8.0
1711205901,Household vehicle 1,8.0
1711205901,Household vehicle 1,8.0
1711205901,Household vehicle 1,8.0
1711205901,Household vehicle 1,8.0
1711205901,"Walk, jog, or wheelchair",8.0
1711205901,"Walk, jog, or wheelchair",8.0
1711205901,"Walk, jog, or wheelchair",8.0
1711205901,"Walk, jog, or wheelchair",8.0
1711205901,Household vehicle 1,8.0
